journal_no,journal_id,journal_name,journal_accreditation,journal_url
2487,/journals/detail/?id=6509,"Jurnal Justisia : Jurnal Ilmu Hukum, Perundang-undangan dan Pranata Sosial",S4,http://journal.unhas.ac.id/index.php/jiks
2488,/journals/detail/?id=5834,Jurnal ICT : Information Communication & Technology,S4,https://ejournal.ikmi.ac.id/index.php/jict-ikmi
2489,/journals/detail/?id=5346,Jurnal Sistem dan Informatika (JSI),S4,https://jsi.stikom-bali.ac.id/index.php/jsi/index
2490,/journals/detail/?id=3143,"MUST: Journal of Mathematics Education, Science and Technology",S4,http://journal.um-surabaya.ac.id/index.php/matematika
2491,/journals/detail/?id=5359,Majalah Ilmiah Bijak,S4,http://ojs.stiami.ac.id/index.php/bijak
2492,/journals/detail/?id=5919,At-Tadbir : jurnal ilmiah manajemen,S4,https://ojs.uniska-bjm.ac.id/index.php/jurnalattadbir
2493,/journals/detail/?id=5015,"EnJourMe (English Journal of Merdeka) : Culture, Language, and Teaching of English",S4,http://jurnal.unmer.ac.id/index.php/enjourme
2494,/journals/detail/?id=4546,Valid Jurnal Ilmiah,S4,http://journal.stieamm.ac.id/index.php/valid
2495,/journals/detail/?id=4553,JOISIE (Journal Of Information Systems And Informatics Engineering),S4,http://www.ejournal.pelitaindonesia.ac.id/ojs32/index.php/JOISIE
2496,/journals/detail/?id=6211,Journal of Malay Islamic Studies,S4,http://jurnal.radenfatah.ac.id/index.php/jmis
2497,/journals/detail/?id=5253,JRPD (Jurnal Riset Pendidikan Dasar),S4,https://journal.unismuh.ac.id/index.php/jrpd
2498,/journals/detail/?id=4105,Jurnal Penelitian dan Pengabdian Kepada Masyarakat UNSIQ,S4,https://ojs.unsiq.ac.id/index.php/ppkm
2499,/journals/detail/?id=5990,JURNAL PSIKOLOGI UDAYANA,S4,https://ojs.unud.ac.id/index.php/psikologi
2500,/journals/detail/?id=5851,Lex Jurnalica,S4,https://ejurnal.esaunggul.ac.id/index.php/Lex
2501,/journals/detail/?id=3320,Sinkron : Jurnal dan Penelitian Teknik Informatika,S4,http://jurnal.polgan.ac.id/index.php/sinkron/index
2502,/journals/detail/?id=4627,Tik Ilmeu : Jurnal Ilmu Perpustakaan dan Informasi,S4,http://journal.iaincurup.ac.id/index.php/TI
2503,/journals/detail/?id=5368,Buletin Udayana Mengabdi,S4,https://ojs.unud.ac.id/index.php/jum
2504,/journals/detail/?id=6468,"Linguista: Jurnal Ilmiah Bahasa, Sastra, dan Pembelajarannya",S4,https://ojs.unud.ac.id/index.php/jum
2505,/journals/detail/?id=6111,Jurnal Civic Hukum,S4,http://ejournal.umm.ac.id/index.php/jurnalcivichukum/index
2506,/journals/detail/?id=5779,Jurnal Keteknikan Pertanian Tropis dan Biosistem,S4,https://jkptb.ub.ac.id/index.php/jkptb
2507,/journals/detail/?id=4711,Jurnal Riset Inspirasi Manajemen dan Kewirausahaan,S4,http://ejurnal.stimi-bjm.ac.id/index.php/JRIMK
2508,/journals/detail/?id=4762,Jurnal Serambi Ilmu,S4,http://ojs.serambimekkah.ac.id/index.php/serambi-ilmu/index
2509,/journals/detail/?id=5902,Medika Respati : Jurnal Ilmiah Kesehatan,S4,http://medika.respati.ac.id/index.php/Medika
2510,/journals/detail/?id=2498,Journal of Health Sciences,S4,https://journal2.unusa.ac.id/index.php/jhs
2511,/journals/detail/?id=4095,Jurnal Imiah Pendidikan dan Pembelajaran,S4,https://ejournal.undiksha.ac.id/index.php/JIPP
2512,/journals/detail/?id=6318,Mathline : Jurnal Matematika dan Pendidikan Matematika,S4,https://mathline.unwir.ac.id/index.php/Mathline
2513,/journals/detail/?id=4497,"Isoquant : Jurnal Ekonomi, Manajemen dan Akuntansi",S4,http://studentjournal.umpo.ac.id/index.php/isoquant
2514,/journals/detail/?id=3901,Jurnal Dakwah Tabligh,S4,http://journal.uin-alauddin.ac.id/index.php/tabligh/index
2515,/journals/detail/?id=2684,Smatika Jurnal : STIKI Informatika Jurnal,S4,http://jurnal.stiki.ac.id/index.php/SMATIKA
2516,/journals/detail/?id=6100,Jurnal Mebis (Manajemen dan Bisnis),S4,http://mebis.upnjatim.ac.id/index.php/mebis
2517,/journals/detail/?id=357,Jurnal Riset Akuntansi (JUARA),S4,http://ojs.unmas.ac.id/index.php/JUARA
2518,/journals/detail/?id=4594,Jurnal Dakwah dan Komunikasi,S4,http://journal.iaincurup.ac.id/index.php/JDK
2519,/journals/detail/?id=5434,Jurnal Mathematic Paedagogic,S4,http://jurnal.una.ac.id/index.php/jmp
2520,/journals/detail/?id=5046,Life Science,S4,https://journal.unnes.ac.id/sju/index.php/UnnesJLifeSci
2521,/journals/detail/?id=3251,Quantum: Jurnal Inovasi Pendidikan Sains,S4,https://ppjp.ulm.ac.id/journal/index.php/quantum/index
2522,/journals/detail/?id=265,Jurnal Ilmiah Kesehatan,S4,https://journal.stikesmuh-pkj.ac.id/index.php/jik/
2523,/journals/detail/?id=3812,Jurnal Dinamika Vokasional Teknik Mesin,S4,https://journal.uny.ac.id/index.php/dynamika/index
2524,/journals/detail/?id=5238,Warta Ikatan Sarjana Komunikasi Indonesia,S4,http://warta-iski.or.id/index.php/WartaISKI
2525,/journals/detail/?id=4246,IJHS (International Journal of Humanity Studies),S4,http://e-journal.usd.ac.id/index.php/IJHS
2526,/journals/detail/?id=5230,Journal of Private and Commercial Law,S4,https://journal.unnes.ac.id/nju/index.php/jpcl
2527,/journals/detail/?id=6287,Jurnal Riset Ekonomi dan Bisnis,S4,http://journals.usm.ac.id/index.php/jreb
2528,/journals/detail/?id=5952,Jurnal Pendidikan Teknologi Kejuruan,S4,http://jptk.ppj.unp.ac.id/index.php/jptk
2529,/journals/detail/?id=5291,Gorontalo Journal of Government and Political Studies,S4,http://jurnal.unigo.ac.id/index.php/gjgops
2530,/journals/detail/?id=3691,"Jurnal EECCIS (electrics, electronics, communications, controls, informatics, systems)",S4,http://jurnaleeccis.ub.ac.id/index.php/eeccis
2531,/journals/detail/?id=5619,IJISTECH (International Journal of Information System and Technology),S4,http://ijistech.org/ijistech/index.php/ijistech/index
2532,/journals/detail/?id=3576,Jurnal Manajemen Kesehatan Yayasan RS.Dr.Soetomo,S4,http://jurnal.stikes-yrsds.ac.id/index.php/JMK
2533,/journals/detail/?id=5765,Jurnal Analis Kesehatan,S4,http://ejurnal.poltekkes-tjk.ac.id/index.php/JANALISKES/index
2534,/journals/detail/?id=537,Buletin Studi Ekonomi,S4,http://ojs.unud.ac.id/index.php/bse/issue/view/2227
2535,/journals/detail/?id=3853,J-SAKTI (Jurnal Sains Komputer dan Informatika),S4,http://tunasbangsa.ac.id/ejurnal/index.php/jsakti
2536,/journals/detail/?id=4280,NALAR: Jurnal Peradaban dan Pemikiran Islam,S4,http://e-journal.iain-palangkaraya.ac.id/index.php/nalar
2537,/journals/detail/?id=6563,Biblio Couns: Jurnal Kajian Konseling dan Pendidikan,S4,http://jurnal.umsu.ac.id/index.php/biblio/issue/archive
2538,/journals/detail/?id=5925,JBHOST (Journal of Business on Hospitality and Tourism),S4,https://jbhost.org/jbhost/index.php/jbhost
2539,/journals/detail/?id=6139,Potret Pemikiran,S4,http://journal.iain-manado.ac.id/index.php/PP
2540,/journals/detail/?id=5186,Jurnal Manajemen Pelayanan Publik,S4,http://jurnal.unpad.ac.id/jmpp
2541,/journals/detail/?id=2329,"Ilmu Budaya: Jurnal Bahasa, Sastra, Seni dan Budaya",S4,http://e-journals.unmul.ac.id/index.php/jbssb
2542,/journals/detail/?id=6252,Jurnal Jurnalisa : Jurnal Jurusan Jurnalistik,S4,http://journal.uin-alauddin.ac.id/index.php/jurnalisa/index
2543,/journals/detail/?id=3182,AL-MASRAF : JURNAL LEMBAGA KEUANGAN DAN PERBANKAN,S4,http://journal.febi.uinib.ac.id/index.php/almasraf
2544,/journals/detail/?id=527,Syntax : Jurnal Informatika,S4,http://journal.unsika.ac.id/index.php/syntax/index
2545,/journals/detail/?id=3814,Jurnal Keperawatan dan Kesehatan Masyarakat Cendekia Utama,S4,http://jurnal.stikescendekiautamakudus.ac.id/index.php/stikes/index
2546,/journals/detail/?id=4100,Jurnal Manajemen Industri dan Logistik,S4,http://jurnal.poltekapp.ac.id/index.php/JMIL/index
2547,/journals/detail/?id=1895,SELING: Jurnal Program Studi PGRA,S4,http://jurnal.stitnualhikmah.ac.id/index.php/seling
2548,/journals/detail/?id=4612,Insight : Jurnal Ilmiah Psikologi,S4,http://ejurnal.mercubuana-yogya.ac.id/index.php/psikologi
2549,/journals/detail/?id=4250,International Journal of Engineering and Science Applications,S4,http://pasca.unhas.ac.id/ojs/index.php/ijesca
2550,/journals/detail/?id=4717,Orbital: Jurnal Pendidikan Kimia,S4,http://jurnal.radenfatah.ac.id/index.php/orbital/index
2551,/journals/detail/?id=6067,Delta: Jurnal Ilmiah Pendidikan Matematika,S4,https://jurnal.unikal.ac.id/index.php/Delta
2552,/journals/detail/?id=2603,Spatial : Wahana Komunikasi dan Informasi Geografi,S4,http://journal.unj.ac.id/unj/index.php/spatial/index
2553,/journals/detail/?id=4629,Journal Of Nursing Practice,S4,https://thejnp.org/index.php/jnp 
2554,/journals/detail/?id=6138,Pedagogi : Jurnal Anak Usia Dini dan Pendidikan Anak Usia Dini,S4,http://journal.um-surabaya.ac.id/index.php/Pedagogi/index
2555,/journals/detail/?id=4949,Jurnal Manajemen Informatika (JAMIKA),S4,http://journal.um-surabaya.ac.id/index.php/Pedagogi/index
2556,/journals/detail/?id=4683,E-Prodenta Journal of Dentistry,S4,https://eprodenta.ub.ac.id/index.php/eprodenta
2557,/journals/detail/?id=5487,"AdMathEdu : Jurnal Ilmiah Pendidikan Matematika, Ilmu Matematika dan Matematika Terapan",S4,http://journal.uad.ac.id/index.php/AdMathEdu/index
2558,/journals/detail/?id=5370,Dinamika Penelitian : Media Komunikasi Penelitian Sosial Keagamaan,S4,http://ejournal.iain-tulungagung.ac.id/index.php/dinamika
2559,/journals/detail/?id=6307,Jurnal Ekonomi Manajemen,S4,http://jurnal.unsil.ac.id/index.php/jem/index
2560,/journals/detail/?id=5427,Tarbawi : Jurnal Pendidikan Agama Islam,S4,https://journal.unismuh.ac.id/index.php/tarbawi
2561,/journals/detail/?id=4243,GERAM (GERAKAN AKTIF MENULIS),S4,http://journal.uir.ac.id/index.php/geram
2562,/journals/detail/?id=6253,Nukhbatul 'Ulum : Jurnal Bidang Kajian Islam,S4,https://journal.stiba.ac.id/index.php/nukhbah
2563,/journals/detail/?id=4898,Jurnal Pustaka Komunikasi,S4,https://journal.moestopo.ac.id/index.php/pustakom/index
2564,/journals/detail/?id=5086,Jurnal Keperawatan Terapan (e-Journal),S4,http://ojs.poltekkes-malang.ac.id/index.php/JKT
2565,/journals/detail/?id=6202,Jurnal Varian,S4,https://journal.universitasbumigora.ac.id/index.php/Varian
2566,/journals/detail/?id=3951,Gorga : Jurnal Seni Rupa,S4,https://jurnal.unimed.ac.id/2012/index.php/gorga
2567,/journals/detail/?id=5867,Journal of English Educational Study (JEES),S4,http://jurnal.stkippersada.ac.id/jurnal/index.php/JEES
2568,/journals/detail/?id=4987,JPEP (Jurnal Progres Ekonomi Pembangunan) ,S4,http://ojs.uho.ac.id/index.php/JPEP/
2569,/journals/detail/?id=445,Meditory: The Journal of Medical Laboratory,S4,http://ejournal.poltekkes-denpasar.ac.id/index.php/M
2570,/journals/detail/?id=4811,Jurnal Spektrum Hukum,S4,http://jurnal.untagsmg.ac.id/index.php/SH/
2571,/journals/detail/?id=529,Jurnal Keperawatan Respati Yogyakarta,S4,http://nursingjurnal.respati.ac.id/index.php/JKRY
2572,/journals/detail/?id=6627,Nun : Jurnal Studi Alquran dan Tafsir di Nusantara,S4,https://ejournal.aiat.or.id/index.php/nun/index
2573,/journals/detail/?id=5516,LENSA (Lentera Sains): Jurnal Pendidikan IPA,S4,http://jurnallensa.web.id/index.php/lensa
2574,/journals/detail/?id=5246,Jurnal PkM Pengabdian kepada Masyarakat,S4,https://journal.lppmunindra.ac.id/index.php/pkm
2575,/journals/detail/?id=6833,Jurnal Manajemen dan Bisnis,S4,http://journal.stieindragiri.ac.id/index.php/jmbi
2576,/journals/detail/?id=2087,Jurnal Pendidikan Dasar Nusantara,S4,http://ojs.unpkediri.ac.id/index.php/pgsd
2577,/journals/detail/?id=4522,Petir: Jurnal Pengkajian dan Penerapan Teknik Informatika,S4,https://stt-pln.e-journal.id/petir/issue/view/1
2578,/journals/detail/?id=3772,FLYWHEEL : Jurnal Teknik Mesin Untirta,S4,http://jurnal.untirta.ac.id/index.php/jwl/index
2579,/journals/detail/?id=3948,Distribusi,S4,http://distribusi.unram.ac.id/index.php/distribusi/
2580,/journals/detail/?id=5791,E-Jurnal Ekonomi dan Bisnis Universitas Udayana,S4,https://ojs.unud.ac.id/index.php/EEB/index
2581,/journals/detail/?id=248,"Publikasi Pendidikan : Jurnal Pemikiran, Penelitian dan Pengabdian Masyarakat Bidang Pendidikan",S4,http://ojs.unm.ac.id/index.php/pubpend
2582,/journals/detail/?id=6786,Abdimas: Jurnal Pengabdian Masyarakat Universitas Merdeka Malang,S4,http://jurnal.unmer.ac.id/index.php/jpkm
2583,/journals/detail/?id=4952,Jurnal Teknologi dan Informasi (JATI),S4,http://jurnal.unmer.ac.id/index.php/jpkm
2584,/journals/detail/?id=4115,OWNER (Riset dan Jurnal Akuntansi),S4,https://owner.polgan.ac.id/index.php/owner/index
2585,/journals/detail/?id=5295,Civil and Environmental Science Journal (CIVENSE),S4,https://civense.ub.ac.id/index.php/civense
2586,/journals/detail/?id=4063,Holistik Jurnal Kesehatan,S4,http://ejurnalmalahayati.ac.id/index.php/holistik/index
2587,/journals/detail/?id=4685,Halu Oleo Law Review,S4,http://ojs.uho.ac.id/index.php/holrev
2588,/journals/detail/?id=5906,"Leksika: Jurnal Bahasa, Sastra dan Pengajarannya",S4,http://jurnalnasional.ump.ac.id/index.php/LEKSIKA
2589,/journals/detail/?id=5461,Khasanah Ilmu : Jurnal Pariwisata dan Budaya,S4,https://ejournal.bsi.ac.id/ejurnal/index.php/khasanah
2590,/journals/detail/?id=6632,Inform: Jurnal Ilmiah Bidang Teknologi Informasi dan Komunikasi,S4,https://ejournal.unitomo.ac.id/index.php/inform/index
2591,/journals/detail/?id=1658,EDUKASI : Jurnal Pendidikan Islam (e-Journal),S4,http://ejournal.staim-tulungagung.ac.id/index.php/EDUKASI/
2592,/journals/detail/?id=4513,Sport and Fitness Journal,S4,https://ojs.unud.ac.id/index.php/sport
2593,/journals/detail/?id=5883,Jurnal Harkat : Media Komunikasi Gender,S4,http://journal.uinjkt.ac.id/index.php/psga/index
2594,/journals/detail/?id=6718,Pasundan Food Technology Journal (PFTJ),S4,http://journal.unpas.ac.id/index.php/foodtechnology
2595,/journals/detail/?id=4068,INJECT Interdisciplinary Journal of Communication,S4,http://inject.iainsalatiga.ac.id/index.php/INJECT/
2596,/journals/detail/?id=1905,SCHOOL EDUCATION JOURNAL PGSD FIP UNIMED,S4,http://jurnal.unimed.ac.id/2012/index.php/school/
2597,/journals/detail/?id=5475,Gladi : Jurnal Ilmu Keolahragaan,S4,http://journal.unj.ac.id/unj/index.php/gjik
2598,/journals/detail/?id=5106,JWM (Jurnal Wawasan Manajemen),S4,http://jwm.ulm.ac.id/id/index.php/jwm
2599,/journals/detail/?id=2029,JURNAL SENI MUSIK,S4,https://journal.unnes.ac.id/sju/index.php/jsm
2600,/journals/detail/?id=5152,Ekonomi dan Bisnis,S4,https://ejournal.upnvj.ac.id/index.php/ekobis/index
2601,/journals/detail/?id=5996,Jurnal BASIS (Bahasa dan Sastra Inggris),S4,http://ejournal.upbatam.ac.id/index.php/basis
2602,/journals/detail/?id=4082,Jurisprudentie : Jurusan Ilmu Hukum Fakultas Syariah dan Hukum,S4,http://journal.uin-alauddin.ac.id/index.php/Jurisprudentie
2603,/journals/detail/?id=6281,Letters in Information Technology Education (LITE),S4,http://journal2.um.ac.id/index.php/lite
2604,/journals/detail/?id=4772,Ekspose : Jurnal Penelitian Hukum dan Pendidikan,S4,https://jurnal.iain-bone.ac.id/index.php/ekspose
2605,/journals/detail/?id=6101,JUTEKS (Jurnal Teknik Sipil),S4,http://jurnal.pnk.ac.id/index.php/jutek/index
2606,/journals/detail/?id=4264,Jurnal IPTEKS Pemanfaatan Sumberdaya Perikanan,S4,http://journal.unhas.ac.id/index.php/iptekspsp
2607,/journals/detail/?id=3724,Indonesian Journal of Medicine,S4,http://www.theijmed.com/index.php?journal=theijmed
2608,/journals/detail/?id=4668,Jurnal Pendidikan Matematika,S4,http://www.theijmed.com/index.php?journal=theijmed
2609,/journals/detail/?id=4578,Chempublish Journal,S4,https://online-journal.unja.ac.id/chp
2610,/journals/detail/?id=5991,Jurnal Paradigma Ekonomika,S4,https://online-journal.unja.ac.id/paradigma
2611,/journals/detail/?id=6723,The Indonesian Journal of Health Science,S4,http://jurnal.unmuhjember.ac.id/index.php/TIJHS
2612,/journals/detail/?id=6150,Linguistika: Buletin Ilmiah Program Magister Linguistik Universitas Udayana,S4,https://ojs.unud.ac.id/index.php/linguistika
2613,/journals/detail/?id=3556,Idealog: Ide dan Dialog Desain Indonesia,S4,http://journals.telkomuniversity.ac.id/idealog
2614,/journals/detail/?id=2310,JIPES (Journal of Indonesian Physical Education and Sport),S4,http://journals.telkomuniversity.ac.id/idealog
2615,/journals/detail/?id=4333,Hasanuddin Economics and Business Review,S4,http://pasca.unhas.ac.id/ojs/index.php/hebr
2616,/journals/detail/?id=6317,JED (Jurnal Etika Demokrasi),S4,https://journal.unismuh.ac.id/index.php/jed/
2617,/journals/detail/?id=4489,Dwija Cendekia: Jurnal Riset Pedagogik,S4,https://jurnal.uns.ac.id/jdc
2618,/journals/detail/?id=608,Insignia: Journal of International Relations,S4,http://jos.unsoed.ac.id/index.php/insignia
2619,/journals/detail/?id=4550,Jurnal Ilmiah Soulmath : Jurnal Edukasi Pendidikan Matematika,S4,https://ejournal.unitomo.ac.id/index.php/mipa
2620,/journals/detail/?id=6859,"Scientific Journal of Reflection : Economic, Accounting, Management and Business",S4,https://ojspustek.org/index.php/SJR
2621,/journals/detail/?id=4269,Jurnal Riset Akuntansi Terpadu,S4,http://jurnal.untirta.ac.id/index.php/JRAT
2622,/journals/detail/?id=5571,"Jurnal Ilmiah Mizani: Wacana Hukum, Ekonomi Dan Keagamaan",S4,https://ejournal.iainbengkulu.ac.id/index.php/mizani/
2623,/journals/detail/?id=3952,Hang Tuah Law Journal,S4,http://law-journal.hangtuah.ac.id/index.php/htlj
2624,/journals/detail/?id=5364,Media Wisata,S4,https://amptajurnal.ac.id/index.php/MWS
2625,/journals/detail/?id=1950,Mimbar Agribisnis: Jurnal Pemikiran Masyarakat Ilmiah Berwawasan Agribisnis,S4,https://jurnal.unigal.ac.id/index.php/mimbaragribisnis/index
2626,/journals/detail/?id=6330,"Acuity: Journal of English Language Pedagogy, Literature and Cultures",S4,https://jurnal.unai.edu/index.php/acuity
2627,/journals/detail/?id=256,Jurnal Ekonomi Syariah Indonesia (JESI),S4,http://ejournal.almaata.ac.id/index.php/JESI
2628,/journals/detail/?id=5459,Jurnal INTECH Teknik Industri Universitas Serang Raya,S4,http://e-jurnal.lppmunsera.org/index.php/INTECH
2629,/journals/detail/?id=4634,"Equity: Jurnal Ekonomi, Manajemen, Akuntansi",S4,https://ejournal.upnvj.ac.id/index.php/equity
2630,/journals/detail/?id=3955,Jurnal Airaha,S4,http://jurnalairaha.org/index.php/airaha
2631,/journals/detail/?id=4679,Cendekia Journal of Pharmacy,S4,https://cjp.jurnal.stikescendekiautamakudus.ac.id/index.php/cjp/index
2632,/journals/detail/?id=5338,Al-Munzir,S4,http://ejournal.iainkendari.ac.id/index.php/al-munzir
2633,/journals/detail/?id=5924,Husada Mahakam: Jurnal Kesehatan,S4,http://husadamahakam.poltekkes-kaltim.ac.id/ojs/index.php/Home
2634,/journals/detail/?id=4705,"Jurnal KIBASP (Kajian Bahasa, Sastra dan Pengajaran)",S4,http://journal.ipm2kpe.or.id/index.php/KIBASP
2635,/journals/detail/?id=4842,Jurnal Teknologi Pangan,S4,http://ejournal.upnjatim.ac.id/index.php/teknologi-pangan
2636,/journals/detail/?id=5464,MODERAT: Jurnal Ilmiah Ilmu Pemerintahan,S4,https://jurnal.unigal.ac.id/index.php/moderat
2637,/journals/detail/?id=3230,PINUS: Jurnal Penelitian Inovasi Pembelajaran,S4,http://ojs.unpkediri.ac.id/index.php/pinus
2638,/journals/detail/?id=5672,Jurnal Solma,S4,https://journal.uhamka.ac.id/index.php/solma
2639,/journals/detail/?id=440,Jurnal IPTA (Industri Perjalanan Wisata),S4,http://ojs.unud.ac.id/index.php/pariwisata
2640,/journals/detail/?id=5810,Mekanika: Majalah Ilmiah Mekanika,S4,https://jurnal.uns.ac.id/mekanika
2641,/journals/detail/?id=5435,Jurnal Mangifera Edu,S4,https://jurnal.biounwir.ac.id/index.php/mangiferaedu
2642,/journals/detail/?id=5819,Jurnal Kepemimpinan dan Manajemen Keperawatan,S4,https://journal.ppnijateng.org/index.php/jkmk
2643,/journals/detail/?id=4631,Jurnal Ilmiah Ekonomi Bisnis,S4,https://ejournal.gunadarma.ac.id/index.php/ekbis
2644,/journals/detail/?id=4237,Al-Urban: Jurnal Ekonomi Syariah dan Filantropi Islam,S4,https://journal.uhamka.ac.id/index.php/al-urban
2645,/journals/detail/?id=3116,Mediapsi,S4,http://mediapsi.ub.ac.id/index.php/mediapsi
